Suburb,Rooms,Type,Price,Postcode,Car,BuildingArea,YearBuilt,Regionname,zipcode,airbnb_record_count,airbnb_daily_price_mean,airbnb_weekly_price_mean,airbnb_monthly_price_mean,airbnb_daily_price_median,airbnb_weekly_price_median,airbnb_monthly_price_median
Abbotsford,3,h,1176500.0,3067.0,1.0,105.0,1890.0,Northern Metropolitan,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
Abbotsford,3,h,955000.0,3067.0,0.0,,,Northern Metropolitan,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
Abbotsford,3,h,955000.0,3067.0,0.0,,,Northern Metropolitan,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
Abbotsford,2,h,890000.0,3067.0,1.0,73.0,1985.0,Northern Metropolitan,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
Abbotsford,2,h,890000.0,3067.0,1.0,73.0,1985.0,Northern Metropolitan,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
Abbotsford,4,h,1330000.0,3067.0,2.0,135.0,1900.0,Northern Metropolitan,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
Abbotsford,4,h,1330000.0,3067.0,2.0,135.0,1900.0,Northern Metropolitan,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
Abbotsford,3,t,900000.0,3067.0,2.0,,2010.0,Northern Metropolitan,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
Abbotsford,3,t,900000.0,3067.0,2.0,,2010.0,Northern Metropolitan,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
Abbotsford,3,u,1090000.0,3067.0,2.0,27.0,,Northern Metropolitan,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
Abbotsford,3,u,1090000.0,3067.0,2.0,27.0,,Northern Metropolitan,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
Abbotsford,2,u,500000.0,3067.0,1.0,60.0,1970.0,Northern Metropolitan,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
Abbotsford,2,u,500000.0,3067.0,1.0,60.0,1970.0,Northern Metropolitan,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
Abbotsford,2,h,1100000.0,3067.0,1.0,135.0,2013.0,Northern Metropolitan,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
Abbotsford,2,h,1100000.0,3067.0,1.0,135.0,2013.0,Northern Metropolitan,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
Abbotsford,2,h,1315000.0,3067.0,0.0,85.0,1900.0,Northern Metropolitan,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
Abbotsford,2,h,1315000.0,3067.0,0.0,85.0,1900.0,Northern Metropolitan,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
Abbotsford,1,u,426000.0,3067.0,1.0,,,Northern Metropolitan,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
Abbotsford,1,u,426000.0,3067.0,1.0,,,Northern Metropolitan,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
Abbotsford,3,h,1447500.0,3067.0,1.0,174.0,2012.0,Northern Metropolitan,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
Abbotsford,3,h,1447500.0,3067.0,1.0,174.0,2012.0,Northern Metropolitan,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
Abbotsford,1,u,457000.0,3067.0,1.0,50.0,,Northern Metropolitan,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
Abbotsford,1,u,457000.0,3067.0,1.0,50.0,,Northern Metropolitan,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
Abbotsford,2,h,1135000.0,3067.0,2.0,128.0,1920.0,Northern Metropolitan,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
Abbotsford,2,h,1135000.0,3067.0,2.0,128.0,1920.0,Northern Metropolitan,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
Abbotsford,4,h,1542000.0,3067.0,1.0,,,Northern Metropolitan,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
Abbotsford,4,h,1542000.0,3067.0,1.0,,,Northern Metropolitan,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
Abbotsford,3,h,1290000.0,3067.0,2.0,18.0,,Northern Metropolitan,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
Abbotsford,3,h,1290000.0,3067.0,2.0,18.0,,Northern Metropolitan,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
Abbotsford,3,h,1290000.0,3067.0,1.0,124.0,1950.0,Northern Metropolitan,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
Abbotsford,3,h,1290000.0,3067.0,1.0,124.0,1950.0,Northern Metropolitan,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
Abbotsford,1,u,470000.0,3067.0,1.0,50.0,2013.0,Northern Metropolitan,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
Abbotsford,1,u,470000.0,3067.0,1.0,50.0,2013.0,Northern Metropolitan,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
Abbotsford,2,h,1180000.0,3067.0,0.0,91.0,1900.0,Northern Metropolitan,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
Abbotsford,2,h,1180000.0,3067.0,0.0,91.0,1900.0,Northern Metropolitan,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
Abbotsford,3,h,1195000.0,3067.0,1.0,128.0,1998.0,Northern Metropolitan,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
Abbotsford,3,h,1195000.0,3067.0,1.0,128.0,1998.0,Northern Metropolitan,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
Abbotsford,2,h,1012500.0,3067.0,0.0,82.0,1900.0,Northern Metropolitan,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
Abbotsford,2,h,1012500.0,3067.0,0.0,82.0,1900.0,Northern Metropolitan,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
Abbotsford,2,h,1030000.0,3067.0,1.0,81.0,1930.0,Northern Metropolitan,3067.0,157.0,140.29299363057325,236.25,956.3636363636364,101.0,180.0,700.0
Abbotsford,2,h,1030000.0,3067.0,1.0,81.0,1930.0,Northern Metropolitan,3067.0,101.0,115.5940594059406,735.3529411764706,2863.9,96.0,570.0,2000.0
Airport West,3,t,840000.0,3042.0,1.0,225.0,2016.0,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,3,t,840000.0,3042.0,1.0,225.0,2016.0,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,3,h,730000.0,3042.0,1.0,145.0,1965.0,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,3,h,730000.0,3042.0,1.0,145.0,1965.0,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,3,h,770000.0,3042.0,1.0,145.0,1965.0,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,3,h,770000.0,3042.0,1.0,145.0,1965.0,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,2,h,603000.0,3042.0,1.0,84.0,1950.0,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,2,h,603000.0,3042.0,1.0,84.0,1950.0,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,3,t,700000.0,3042.0,2.0,134.0,2009.0,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,3,t,700000.0,3042.0,2.0,134.0,2009.0,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,3,h,600000.0,3042.0,1.0,116.0,1980.0,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,3,h,600000.0,3042.0,1.0,116.0,1980.0,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,2,u,500000.0,3042.0,1.0,86.0,2011.0,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,2,u,500000.0,3042.0,1.0,86.0,2011.0,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,3,h,720000.0,3042.0,1.0,,,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,3,h,720000.0,3042.0,1.0,,,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,4,h,785000.0,3042.0,2.0,127.0,,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,4,h,785000.0,3042.0,2.0,127.0,,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,6,h,725000.0,3042.0,2.0,186.0,1980.0,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,6,h,725000.0,3042.0,2.0,186.0,1980.0,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,2,t,450000.0,3042.0,1.0,90.0,2015.0,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,2,t,450000.0,3042.0,1.0,90.0,2015.0,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,2,u,515000.0,3042.0,1.0,73.0,2013.0,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,2,u,515000.0,3042.0,1.0,73.0,2013.0,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,2,u,530000.0,3042.0,1.0,94.0,2012.0,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,2,u,530000.0,3042.0,1.0,94.0,2012.0,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,3,h,895000.0,3042.0,6.0,133.0,1975.0,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,3,h,895000.0,3042.0,6.0,133.0,1975.0,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,3,h,805000.0,3042.0,1.0,105.0,1950.0,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,3,h,805000.0,3042.0,1.0,105.0,1950.0,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,3,u,752000.0,3042.0,1.0,130.0,1993.0,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,3,u,752000.0,3042.0,1.0,130.0,1993.0,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,2,u,440000.0,3042.0,1.0,,,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,2,u,440000.0,3042.0,1.0,,,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,5,h,755000.0,3042.0,2.0,,,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,5,h,755000.0,3042.0,2.0,,,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,3,t,700000.0,3042.0,2.0,133.0,2009.0,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,3,t,700000.0,3042.0,2.0,133.0,2009.0,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,3,h,830000.0,3042.0,2.0,113.0,1960.0,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,3,h,830000.0,3042.0,2.0,113.0,1960.0,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,2,u,462500.0,3042.0,1.0,,2003.0,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,2,u,462500.0,3042.0,1.0,,2003.0,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,3,h,670000.0,3042.0,2.0,,,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,3,h,670000.0,3042.0,2.0,,,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,2,h,675000.0,3042.0,1.0,100.0,1975.0,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,2,h,675000.0,3042.0,1.0,100.0,1975.0,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,3,h,1042000.0,3042.0,5.0,174.0,1950.0,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,3,h,1042000.0,3042.0,5.0,174.0,1950.0,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,3,h,910000.0,3042.0,1.0,,,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,3,h,910000.0,3042.0,1.0,,,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,4,h,773000.0,3042.0,4.0,309.0,1980.0,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,4,h,773000.0,3042.0,4.0,309.0,1980.0,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,3,h,810000.0,3042.0,2.0,192.0,1980.0,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,3,h,810000.0,3042.0,2.0,192.0,1980.0,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,3,h,715000.0,3042.0,2.0,126.0,1995.0,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,3,h,715000.0,3042.0,2.0,126.0,1995.0,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,3,h,790000.0,3042.0,3.0,,,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,3,h,790000.0,3042.0,3.0,,,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,3,t,540000.0,3042.0,1.0,101.0,2010.0,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,3,t,540000.0,3042.0,1.0,101.0,2010.0,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,3,t,825000.0,3042.0,1.0,102.0,1960.0,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,3,t,825000.0,3042.0,1.0,102.0,1960.0,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,3,h,685000.0,3042.0,1.0,113.0,1975.0,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,3,h,685000.0,3042.0,1.0,113.0,1975.0,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,3,h,805000.0,3042.0,1.0,,,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,3,h,805000.0,3042.0,1.0,,,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,2,u,510000.0,3042.0,1.0,76.0,,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,2,u,510000.0,3042.0,1.0,76.0,,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,3,h,612000.0,3042.0,1.0,,,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,3,h,612000.0,3042.0,1.0,,,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,3,h,662000.0,3042.0,2.0,,,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,3,h,662000.0,3042.0,2.0,,,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,4,h,978000.0,3042.0,2.0,,,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,4,h,978000.0,3042.0,2.0,,,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,3,h,720000.0,3042.0,1.0,,,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,3,h,720000.0,3042.0,1.0,,,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,4,h,765000.0,3042.0,2.0,,,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,4,h,765000.0,3042.0,2.0,,,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Airport West,4,h,900000.0,3042.0,3.0,146.0,1975.0,Western Metropolitan,3042.0,27.0,82.48148148148148,400.0,1550.0,68.0,400.0,1550.0
Airport West,4,h,900000.0,3042.0,3.0,146.0,1975.0,Western Metropolitan,3042.0,8.0,78.5,610.25,1884.3333333333333,65.0,550.0,1550.0
Albert Park,2,h,1275000.0,3206.0,0.0,82.0,1900.0,Southern Metropolitan,3206.0,50.0,223.42,,,152.5,,
Albert Park,2,h,1275000.0,3206.0,0.0,82.0,1900.0,Southern Metropolitan,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
Albert Park,2,h,1455000.0,3206.0,0.0,,,Southern Metropolitan,3206.0,50.0,223.42,,,152.5,,
Albert Park,2,h,1455000.0,3206.0,0.0,,,Southern Metropolitan,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
Albert Park,3,h,1850000.0,3206.0,0.0,133.0,1890.0,Southern Metropolitan,3206.0,50.0,223.42,,,152.5,,
Albert Park,3,h,1850000.0,3206.0,0.0,133.0,1890.0,Southern Metropolitan,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
Albert Park,2,h,1436000.0,3206.0,0.0,81.0,1900.0,Southern Metropolitan,3206.0,50.0,223.42,,,152.5,,
Albert Park,2,h,1436000.0,3206.0,0.0,81.0,1900.0,Southern Metropolitan,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
Albert Park,2,h,1110000.0,3206.0,0.0,,1900.0,Southern Metropolitan,3206.0,50.0,223.42,,,152.5,,
Albert Park,2,h,1110000.0,3206.0,0.0,,1900.0,Southern Metropolitan,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
Albert Park,2,h,1550000.0,3206.0,1.0,,,Southern Metropolitan,3206.0,50.0,223.42,,,152.5,,
Albert Park,2,h,1550000.0,3206.0,1.0,,,Southern Metropolitan,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
Albert Park,4,h,2300000.0,3206.0,1.0,180.0,1880.0,Southern Metropolitan,3206.0,50.0,223.42,,,152.5,,
Albert Park,4,h,2300000.0,3206.0,1.0,180.0,1880.0,Southern Metropolitan,3206.0,72.0,233.58333333333334,1187.4,3734.0,180.0,900.0,3209.0
Albert Park,3,t,1550000.0,3206.0,2.0,,,Southern Metropolitan,3206.0,50.0,223.42,,,152.5,,
